344.0,2321.0,2321.0,456.0,469.0,1746.0,463.0,845.0,1264.0
344.0,2321.0,2321.0,459.0,462.0,1999.0,463.0,845.0,1264.0
344.0,2321.0,2321.0,353.0,466.0,2615.0,464.0,846.0,2073.0
344.0,2321.0,2321.0,451.0,468.0,2162.0,464.0,846.0,2073.0
344.0,2321.0,2321.0,463.0,465.0,2324.0,464.0,846.0,2073.0
344.0,2321.0,2321.0,447.0,463.0,2122.0,464.0,846.0,2073.0
344.0,2321.0,2321.0,456.0,457.0,2326.0,464.0,846.0,2073.0
344.0,2321.0,2321.0,447.0,464.0,2117.0,464.0,846.0,1270.0
344.0,2321.0,2321.0,455.0,461.0,2501.0,464.0,846.0,2723.0
344.0,2321.0,2321.0,455.0,472.0,2428.0,465.0,847.0,840.0
344.0,2321.0,2321.0,450.0,478.0,2533.0,465.0,847.0,2372.0
344.0,2321.0,2321.0,444.0,465.0,2322.0,468.0,845.0,2073.0
344.0,2321.0,2321.0,352.0,472.0,2080.0,468.0,845.0,2073.0
344.0,2321.0,2321.0,444.0,465.0,2322.0,468.0,845.0,2073.0
344.0,2321.0,2321.0,457.0,473.0,1990.0,468.0,845.0,2073.0
344.0,2321.0,2321.0,444.0,465.0,2322.0,468.0,845.0,2073.0
344.0,2321.0,2321.0,444.0,465.0,2322.0,468.0,845.0,2073.0
344.0,2321.0,2321.0,444.0,465.0,2322.0,468.0,845.0,2073.0
344.0,2321.0,2321.0,352.0,472.0,2080.0,468.0,845.0,2372.0
344.0,2321.0,2321.0,454.0,416.0,2505.0,468.0,845.0,1085.0
344.0,2321.0,2321.0,454.0,473.0,2289.0,468.0,845.0,2723.0
344.0,2321.0,2321.0,402.0,470.0,2222.0,468.0,845.0,2723.0
344.0,2321.0,2321.0,352.0,472.0,2080.0,468.0,845.0,2723.0
344.0,2321.0,2321.0,444.0,465.0,2322.0,468.0,845.0,2723.0
344.0,2321.0,2321.0,466.0,466.0,2392.0,469.0,846.0,2073.0
344.0,2321.0,2321.0,460.0,462.0,2516.0,469.0,846.0,1264.0
344.0,2321.0,2321.0,457.0,470.0,1989.0,469.0,846.0,1264.0
344.0,2321.0,2321.0,466.0,466.0,2392.0,469.0,846.0,2723.0
344.0,2321.0,2321.0,405.0,473.0,1867.0,470.0,847.0,2073.0
344.0,2321.0,2321.0,451.0,467.0,2326.0,470.0,847.0,2073.0
344.0,2321.0,2321.0,459.0,472.0,2186.0,470.0,847.0,2073.0
344.0,2321.0,2321.0,453.0,468.0,2081.0,470.0,847.0,2073.0
344.0,2321.0,2321.0,448.0,477.0,2537.0,470.0,847.0,2073.0
344.0,2321.0,2321.0,453.0,468.0,2081.0,470.0,847.0,2073.0
344.0,2321.0,2321.0,464.0,466.0,2441.0,470.0,847.0,2073.0
344.0,2321.0,2321.0,453.0,468.0,2081.0,470.0,847.0,2073.0
344.0,2321.0,2321.0,453.0,468.0,2081.0,470.0,847.0,2073.0
344.0,2321.0,2321.0,453.0,468.0,2081.0,470.0,847.0,2073.0
344.0,2321.0,2321.0,450.0,472.0,2200.0,470.0,847.0,2073.0
344.0,2321.0,2321.0,451.0,467.0,2326.0,470.0,847.0,2073.0
