"personId","machineId","gender","age","attendanceTime","attentionTime","date"
388,1,"F",33,1,0,"2015-12-11 17:51:41"
389,1,"M",33,9,7,"2015-12-11 17:52:21"
390,1,"M",33,9,7,"2015-12-11 17:52:39"
391,1,"F",24,1,0,"2015-12-11 17:54:19"
392,1,"M",24,5,2,"2015-12-11 17:54:20"
393,1,"F",70,5,2,"2015-12-11 17:54:21"
394,1,"M",58,3,2,"2015-12-11 17:54:41"
395,1,"M",33,6,4,"2015-12-11 17:54:59"
396,1,"M",24,4,2,"2015-12-11 17:55:00"
397,1,"M",33,1,0,"2015-12-11 17:55:01"
398,1,"M",33,4,3,"2015-12-11 17:55:02"
399,1,"M",58,1,0,"2015-12-11 17:55:19"
400,1,"M",24,2,0,"2015-12-11 17:57:39"
401,1,"M",58,3,1,"2015-12-11 17:57:41"
402,1,"M",24,3,0,"2015-12-11 17:57:42"
403,1,"M",33,3,1,"2015-12-11 17:58:19"
404,1,"M",33,4,2,"2015-12-11 17:58:21"
405,1,"M",33,3,1,"2015-12-11 17:58:22"
406,1,"M",24,4,2,"2015-12-11 17:59:39"
407,1,"M",24,2,0,"2015-12-11 17:59:41"
408,1,"M",33,3,1,"2015-12-11 18:04:19"
409,1,"F",6,3,1,"2015-12-11 18:20:19"
410,1,"M",24,3,2,"2015-12-11 18:20:20"
411,1,"F",6,4,3,"2015-12-11 18:20:21"
412,1,"M",24,2,1,"2015-12-11 18:20:23"
413,1,"M",24,3,2,"2015-12-11 18:20:24"
414,1,"M",33,2,1,"2015-12-11 18:20:39"
415,1,"M",24,3,0,"2015-12-11 18:20:40"
416,1,"M",6,1,0,"2015-12-11 18:20:41"
417,1,"F",33,2,1,"2015-12-11 18:20:41"
418,1,"F",6,2,1,"2015-12-11 18:21:39"
419,1,"F",24,4,2,"2015-12-11 18:21:41"
420,1,"M",24,1,0,"2015-12-11 18:26:19"
421,1,"M",33,3,2,"2015-12-11 18:26:20"
422,1,"F",33,4,2,"2015-12-11 18:26:21"
423,1,"M",24,6,2,"2015-12-11 18:28:39"
424,1,"F",33,2,0,"2015-12-11 18:28:40"
425,1,"M",24,11,2,"2015-12-11 18:28:41"
426,1,"M",24,2,0,"2015-12-11 18:28:41"
427,1,"M",6,1,0,"2015-12-11 18:28:42"
428,1,"F",33,2,1,"2015-12-11 18:28:59"
429,1,"M",33,5,0,"2015-12-11 18:29:00"
430,1,"M",6,5,2,"2015-12-11 18:29:21"
431,1,"F",6,5,2,"2015-12-11 18:29:22"
432,1,"M",24,4,2,"2015-12-11 18:36:19"
433,1,"M",24,1,0,"2015-12-11 18:36:20"
434,1,"M",24,4,1,"2015-12-11 18:36:21"
435,1,"M",6,1,0,"2015-12-11 18:36:22"
436,1,"M",24,3,1,"2015-12-11 18:36:22"
437,1,"M",58,1,0,"2015-12-11 18:40:41"
438,1,"M",24,5,3,"2015-12-11 18:44:39"
439,1,"F",24,3,1,"2015-12-11 18:44:41"
440,1,"M",24,1,0,"2015-12-11 18:44:41"
441,1,"F",24,2,1,"2015-12-11 18:44:42"
442,1,"F",58,3,1,"2015-12-11 18:45:39"
443,1,"F",58,4,3,"2015-12-11 18:45:40"
444,1,"F",33,3,2,"2015-12-11 18:45:41"
445,1,"M",58,1,0,"2015-12-11 18:45:42"
446,1,"F",24,4,4,"2015-12-11 18:45:43"
447,1,"F",16,8,6,"2015-12-11 18:45:59"
448,1,"F",33,10,9,"2015-12-11 18:46:01"
449,1,"F",58,1,0,"2015-12-11 18:50:59"
450,1,"F",58,1,1,"2015-12-11 18:51:01"
451,1,"F",33,1,0,"2015-12-11 18:53:01"
452,1,"M",24,5,3,"2015-12-11 19:03:39"
453,1,"M",24,5,3,"2015-12-11 19:03:41"
454,1,"M",24,2,1,"2015-12-11 19:03:42"
455,1,"M",16,2,0,"2015-12-11 19:03:44"
456,1,"M",16,1,0,"2015-12-11 19:03:45"
457,1,"M",24,4,3,"2015-12-11 19:03:46"
458,1,"M",24,2,0,"2015-12-11 19:04:19"
459,1,"M",24,3,1,"2015-12-11 19:04:21"
460,1,"M",24,4,1,"2015-12-11 19:04:21"
461,1,"M",24,5,2,"2015-12-11 19:04:23"
462,1,"M",24,1,0,"2015-12-11 19:05:21"
463,1,"M",33,1,0,"2015-12-11 19:05:39"
464,1,"M",24,1,0,"2015-12-11 19:06:19"
465,1,"F",33,1,0,"2015-12-11 19:06:20"
466,1,"M",16,2,0,"2015-12-11 19:06:21"
467,1,"F",33,4,2,"2015-12-11 19:06:22"
468,1,"M",24,2,1,"2015-12-11 19:06:39"
469,1,"F",24,5,4,"2015-12-11 19:06:40"
470,1,"M",6,5,5,"2015-12-11 19:06:41"
471,1,"F",24,2,1,"2015-12-11 19:07:01"
472,1,"M",33,2,1,"2015-12-11 19:07:39"
473,1,"M",24,1,0,"2015-12-11 19:07:40"
474,1,"M",33,1,0,"2015-12-11 19:14:39"
475,1,"M",24,2,1,"2015-12-11 19:14:40"
476,1,"M",24,3,1,"2015-12-11 19:14:41"
477,1,"M",33,1,0,"2015-12-11 19:14:41"
478,1,"M",6,1,0,"2015-12-11 19:14:42"
479,1,"M",33,2,0,"2015-12-11 19:14:43"
480,1,"M",70,2,1,"2015-12-11 19:16:01"
481,1,"M",33,2,1,"2015-12-11 19:16:02"
482,1,"M",58,1,0,"2015-12-11 19:16:19"
483,1,"M",33,4,2,"2015-12-11 19:16:20"
484,1,"M",24,1,0,"2015-12-11 19:17:19"
485,1,"M",24,1,0,"2015-12-11 19:17:21"
486,1,"F",16,4,2,"2015-12-11 19:21:19"
487,1,"F",6,4,2,"2015-12-11 19:21:20"
488,1,"M",6,6,1,"2015-12-11 19:21:21"
489,1,"F",16,3,2,"2015-12-11 19:21:22"
490,1,"M",24,2,1,"2015-12-11 19:21:59"
491,1,"M",24,2,0,"2015-12-11 19:22:01"
492,1,"M",33,4,3,"2015-12-11 19:22:39"
493,1,"M",24,3,2,"2015-12-11 19:22:41"
494,1,"M",24,1,0,"2015-12-11 19:38:39"
495,1,"F",24,8,7,"2015-12-11 19:38:59"
