"CountID";"SensorID";"DateTime";"PeopleIn";"PeopleOut";"SmallGroup";"MediumGroup";"LargeGroup"
1;343113141;"2014-12-17 16:15:00";6;17;0;0;0
2;343113141;"2014-12-17 16:30:00";1;5;0;0;0
3;343113141;"2014-12-17 16:45:00";1;0;0;0;0
4;343113141;"2014-12-17 17:00:00";0;1;0;0;0
5;343113141;"2014-12-17 17:30:00";1;1;0;0;0
6;343113141;"2014-12-17 17:45:00";0;4;0;0;0
7;343113141;"2014-12-17 18:00:00";2;4;0;0;0
8;343113141;"2014-12-17 18:15:00";3;8;0;0;0
9;343113141;"2014-12-18 06:15:00";2;0;0;0;0
10;343113141;"2014-12-18 07:15:00";1;1;0;0;0
11;343113141;"2014-12-18 08:15:00";1;1;0;0;0
12;343113141;"2014-12-18 08:45:00";2;1;0;0;0
13;343113141;"2014-12-18 09:00:00";5;1;0;0;0
14;343113141;"2014-12-18 09:15:00";7;1;0;0;0
15;343113141;"2014-12-18 09:30:00";4;1;0;0;0
16;343113141;"2014-12-18 10:15:00";2;4;0;0;0
17;343113141;"2014-12-18 10:30:00";3;0;0;0;0
18;343113141;"2014-12-18 10:45:00";1;2;0;0;0
19;343113141;"2014-12-18 11:00:00";4;2;0;0;0
20;343113141;"2014-12-18 11:15:00";6;2;0;0;0
21;343113141;"2014-12-18 11:30:00";4;7;0;0;0
22;343113141;"2014-12-18 11:45:00";4;2;0;0;0
23;343113141;"2014-12-18 12:00:00";4;1;0;0;0
24;343113141;"2014-12-18 12:15:00";0;3;0;0;0
25;343113141;"2014-12-18 12:30:00";1;0;0;0;0
26;343113141;"2014-12-18 12:45:00";4;1;0;0;0
27;343113141;"2014-12-18 13:00:00";3;5;0;0;0
28;343113141;"2014-12-18 13:15:00";1;5;0;0;0
29;343113141;"2014-12-18 13:30:00";3;1;0;0;0
30;343113141;"2014-12-18 13:45:00";3;2;0;0;0
31;343113141;"2014-12-18 14:00:00";3;4;0;0;0
32;343113141;"2014-12-18 14:15:00";10;5;0;0;0
33;343113141;"2014-12-18 14:30:00";15;9;0;0;0
34;343113141;"2014-12-18 14:45:00";6;6;0;0;0
35;343113141;"2014-12-18 15:00:00";3;13;0;0;0
36;343113141;"2014-12-18 15:15:00";6;7;0;0;0
37;343113141;"2014-12-18 15:30:00";1;5;0;0;0
38;343113141;"2014-12-18 15:45:00";0;2;0;0;0
39;343113141;"2014-12-18 16:00:00";5;2;0;0;0
40;343113141;"2014-12-18 16:15:00";3;12;0;0;0
41;343113141;"2014-12-18 16:45:00";3;4;0;0;0
42;343113141;"2014-12-18 17:00:00";3;6;0;0;0
43;343113141;"2014-12-18 17:15:00";1;0;0;0;0
44;343113141;"2014-12-18 17:30:00";2;3;0;0;0
45;343113141;"2014-12-18 17:45:00";0;2;0;0;0
46;343113141;"2014-12-18 18:15:00";0;3;0;0;0
47;343113141;"2014-12-18 19:00:00";1;1;0;0;0
48;343113141;"2014-12-18 20:00:00";2;1;0;0;0
49;343113141;"2014-12-18 20:15:00";1;2;0;0;0
50;343113141;"2014-12-19 06:00:00";1;0;0;0;0
51;343113141;"2014-12-19 07:00:00";0;1;0;0;0
52;343113141;"2014-12-19 07:15:00";2;2;0;0;0
53;343113141;"2014-12-19 07:30:00";9;10;0;0;0
54;343113141;"2014-12-19 08:45:00";3;1;0;0;0
55;343113141;"2014-12-19 09:00:00";1;4;0;0;0
56;343113141;"2014-12-19 09:15:00";4;0;0;0;0
57;343113141;"2014-12-19 09:30:00";2;2;0;0;0
58;343113141;"2014-12-19 09:45:00";1;1;0;0;0
59;343113141;"2014-12-19 10:00:00";3;1;0;0;0
60;343113141;"2014-12-19 10:15:00";0;1;0;0;0
61;343113141;"2014-12-19 10:30:00";10;12;0;0;0
62;343113141;"2014-12-19 10:45:00";3;4;0;0;0
63;343113141;"2014-12-19 11:00:00";1;0;0;0;0
64;343113141;"2014-12-19 11:15:00";1;2;0;0;0
65;343113141;"2014-12-19 11:30:00";9;6;0;0;0
66;343113141;"2014-12-19 11:45:00";1;0;0;0;0
67;343113141;"2014-12-19 12:00:00";12;11;0;0;0
68;343113141;"2014-12-19 12:15:00";6;5;0;0;0
69;343113141;"2014-12-19 12:30:00";3;3;0;0;0
70;343113141;"2014-12-19 12:45:00";1;3;0;0;0
71;343113141;"2014-12-19 13:00:00";3;2;0;0;0
72;343113141;"2014-12-19 13:15:00";5;5;0;0;0
73;343113141;"2014-12-19 13:30:00";1;2;0;0;0
74;343113141;"2014-12-19 13:45:00";3;4;0;0;0
75;343113141;"2014-12-19 14:00:00";2;3;0;0;0
76;343113141;"2014-12-19 14:15:00";1;0;0;0;0
77;343113141;"2014-12-19 14:30:00";4;4;0;0;0
78;343113141;"2014-12-19 14:45:00";3;0;0;0;0
79;343113141;"2014-12-19 15:00:00";3;2;0;0;0
80;343113141;"2014-12-19 15:15:00";13;8;0;0;0
81;343113141;"2014-12-19 15:30:00";11;15;0;0;0
82;343113141;"2014-12-19 15:45:00";2;5;0;0;0
83;343113141;"2014-12-19 16:00:00";2;3;0;0;0
84;343113141;"2014-12-19 16:30:00";1;2;0;0;0
85;343113141;"2014-12-19 16:45:00";3;1;0;0;0
86;343113141;"2014-12-19 17:00:00";3;6;0;0;0
87;343113141;"2014-12-19 17:30:00";1;6;0;0;0
88;343113141;"2014-12-19 17:45:00";3;4;0;0;0
89;343113141;"2014-12-19 18:00:00";0;2;0;0;0
90;343113141;"2014-12-19 18:15:00";3;9;0;0;0
91;343113141;"2014-12-19 18:30:00";0;4;0;0;0
92;343113141;"2014-12-20 09:00:00";5;1;0;0;0
93;343113141;"2014-12-20 09:15:00";4;1;0;0;0
94;343113141;"2014-12-20 09:30:00";2;1;0;0;0
95;343113141;"2014-12-20 09:45:00";1;7;0;0;0
96;343113141;"2014-12-20 10:00:00";27;21;0;0;0
97;343113141;"2014-12-20 10:30:00";2;0;0;0;0
98;343113141;"2014-12-20 10:45:00";5;3;0;0;0
99;343113141;"2014-12-20 11:00:00";5;7;0;0;0
100;343113141;"2014-12-20 11:15:00";4;3;0;0;0
101;343113141;"2014-12-20 11:30:00";2;6;0;0;0
102;343113141;"2014-12-20 11:45:00";4;3;0;0;0
103;343113141;"2014-12-20 12:00:00";6;3;0;0;0
104;343113141;"2014-12-20 12:15:00";0;4;0;0;0
105;343113141;"2014-12-20 12:30:00";5;5;0;0;0
106;343113141;"2014-12-20 12:45:00";7;2;0;0;0
107;343113141;"2014-12-20 13:00:00";3;2;0;0;0
108;343113141;"2014-12-20 13:15:00";2;5;0;0;0
109;343113141;"2014-12-20 13:30:00";11;5;0;0;0
110;343113141;"2014-12-20 13:45:00";6;3;0;0;0
111;343113141;"2014-12-20 14:00:00";6;4;0;0;0
112;343113141;"2014-12-20 14:15:00";12;12;0;0;0
113;343113141;"2014-12-20 14:30:00";4;12;0;0;0
114;343113141;"2014-12-20 14:45:00";6;7;0;0;0
115;343113141;"2014-12-20 15:00:00";14;4;0;0;0
116;343113141;"2014-12-20 15:15:00";4;7;0;0;0
117;343113141;"2014-12-20 15:30:00";9;9;0;0;0
118;343113141;"2014-12-20 15:45:00";8;7;0;0;0
119;343113141;"2014-12-20 16:00:00";2;4;0;0;0
120;343113141;"2014-12-20 16:15:00";4;7;0;0;0
121;343113141;"2014-12-20 16:30:00";5;9;0;0;0
122;343113141;"2014-12-20 16:45:00";5;10;0;0;0
123;343113141;"2014-12-20 17:00:00";0;2;0;0;0
124;343113141;"2014-12-20 17:15:00";2;8;0;0;0
125;343113141;"2014-12-20 17:30:00";3;2;0;0;0
126;343113141;"2014-12-20 17:45:00";3;3;0;0;0
127;343113141;"2014-12-20 18:00:00";1;1;0;0;0
128;343113141;"2014-12-21 08:00:00";1;3;0;0;0
129;343113141;"2014-12-21 10:45:00";7;0;0;0;0
130;343113141;"2014-12-21 11:00:00";13;1;0;0;0
131;343113141;"2014-12-21 11:15:00";8;3;0;0;0
132;343113141;"2014-12-21 11:30:00";5;5;0;0;0
133;343113141;"2014-12-21 11:45:00";4;3;0;0;0
134;343113141;"2014-12-21 12:00:00";6;3;0;0;0
135;343113141;"2014-12-21 12:15:00";4;1;0;0;0
136;343113141;"2014-12-21 12:30:00";2;4;0;0;0
137;343113141;"2014-12-21 12:45:00";5;8;0;0;0
138;343113141;"2014-12-21 13:00:00";5;1;0;0;0
139;343113141;"2014-12-21 13:15:00";2;1;0;0;0
140;343113141;"2014-12-21 13:30:00";8;2;0;0;0
141;343113141;"2014-12-21 13:45:00";5;7;0;0;0
142;343113141;"2014-12-21 14:00:00";3;9;0;0;0
143;343113141;"2014-12-21 14:15:00";2;6;0;0;0
144;343113141;"2014-12-21 14:30:00";7;0;0;0;0
145;343113141;"2014-12-21 14:45:00";2;5;0;0;0
146;343113141;"2014-12-21 15:00:00";10;8;0;0;0
147;343113141;"2014-12-21 15:15:00";8;4;0;0;0
148;343113141;"2014-12-21 15:30:00";9;3;0;0;0
149;343113141;"2014-12-21 15:45:00";4;10;0;0;0
150;343113141;"2014-12-21 16:00:00";6;5;0;0;0
151;343113141;"2014-12-21 16:15:00";3;3;0;0;0
152;343113141;"2014-12-21 16:30:00";2;3;0;0;0
153;343113141;"2014-12-21 16:45:00";2;5;0;0;0
154;343113141;"2014-12-21 17:00:00";0;5;0;0;0
155;343113141;"2014-12-21 17:15:00";4;11;0;0;0
156;343113141;"2014-12-22 06:00:00";1;0;0;0;0
157;343113141;"2014-12-22 06:15:00";1;1;0;0;0
158;343113141;"2014-12-22 07:00:00";0;1;0;0;0
159;343113141;"2014-12-22 07:15:00";1;4;0;0;0
160;343113141;"2014-12-22 07:30:00";2;0;0;0;0
161;343113141;"2014-12-22 08:30:00";4;0;0;0;0
162;343113141;"2014-12-22 08:45:00";11;13;0;0;0
163;343113141;"2014-12-22 09:00:00";3;4;0;0;0
164;343113141;"2014-12-22 09:15:00";6;2;0;0;0
165;343113141;"2014-12-22 09:30:00";3;1;0;0;0
166;343113141;"2014-12-22 09:45:00";5;0;0;0;0
167;343113141;"2014-12-22 10:00:00";2;2;0;0;0
168;343113141;"2014-12-22 10:15:00";0;1;0;0;0
169;343113141;"2014-12-22 10:30:00";4;0;0;0;0
170;343113141;"2014-12-22 10:45:00";6;8;0;0;0
171;343113141;"2014-12-22 11:00:00";27;16;0;0;0
172;343113141;"2014-12-22 11:15:00";15;28;0;0;0
173;343113141;"2014-12-22 11:30:00";8;13;0;0;0
174;343113141;"2014-12-22 12:00:00";7;1;0;0;0
175;343113141;"2014-12-22 12:15:00";7;9;0;0;0
176;343113141;"2014-12-22 12:30:00";2;4;0;0;0
177;343113141;"2014-12-22 12:45:00";3;5;0;0;0
178;343113141;"2014-12-22 13:00:00";3;4;0;0;0
179;343113141;"2014-12-22 13:15:00";7;3;0;0;0
180;343113141;"2014-12-22 13:30:00";10;11;0;0;0
181;343113141;"2014-12-22 13:45:00";6;10;0;0;0
182;343113141;"2014-12-22 14:00:00";13;5;0;0;0
183;343113141;"2014-12-22 14:15:00";9;11;0;0;0
184;343113141;"2014-12-22 14:30:00";8;10;0;0;0
185;343113141;"2014-12-22 14:45:00";19;9;0;0;0
186;343113141;"2014-12-22 15:00:00";12;18;0;0;0
187;343113141;"2014-12-22 15:15:00";18;19;0;0;0
188;343113141;"2014-12-22 15:30:00";28;27;0;0;0
189;343113141;"2014-12-22 15:45:00";20;34;0;0;0
190;343113141;"2014-12-22 16:00:00";6;21;0;0;0
191;343113141;"2014-12-22 16:15:00";5;10;0;0;0
192;343113141;"2014-12-22 16:30:00";2;8;0;0;0
193;343113141;"2014-12-22 16:45:00";5;7;0;0;0
194;343113141;"2014-12-22 17:00:00";4;2;0;0;0
195;343113141;"2014-12-22 17:15:00";6;0;0;0;0
196;343113141;"2014-12-22 17:30:00";2;2;0;0;0
197;343113141;"2014-12-22 17:45:00";0;2;0;0;0
198;343113141;"2014-12-22 18:15:00";0;7;0;0;0
199;343113141;"2014-12-22 18:30:00";0;5;0;0;0
200;343113141;"2014-12-23 06:15:00";6;0;0;0;0
201;343113141;"2014-12-23 07:00:00";1;1;0;0;0
202;343113141;"2014-12-23 07:30:00";1;1;0;0;0
203;343113141;"2014-12-23 08:30:00";5;5;0;0;0
204;343113141;"2014-12-23 08:45:00";5;1;0;0;0
205;343113141;"2014-12-23 09:00:00";4;1;0;0;0
206;343113141;"2014-12-23 09:15:00";7;2;0;0;0
207;343113141;"2014-12-23 09:30:00";4;3;0;0;0
208;343113141;"2014-12-23 09:45:00";1;0;0;0;0
209;343113141;"2014-12-23 10:00:00";1;2;0;0;0
210;343113141;"2014-12-23 10:15:00";3;2;0;0;0
211;343113141;"2014-12-23 10:30:00";1;3;0;0;0
212;343113141;"2014-12-23 10:45:00";4;3;0;0;0
213;343113141;"2014-12-23 11:00:00";1;1;0;0;0
214;343113141;"2014-12-23 11:15:00";3;4;0;0;0
215;343113141;"2014-12-23 11:30:00";2;0;0;0;0
216;343113141;"2014-12-23 11:45:00";6;4;0;0;0
217;343113141;"2014-12-23 12:00:00";8;1;0;0;0
218;343113141;"2014-12-23 12:15:00";2;2;0;0;0
219;343113141;"2014-12-23 12:30:00";4;4;0;0;0
220;343113141;"2014-12-23 12:45:00";1;4;0;0;0
221;343113141;"2014-12-23 13:00:00";5;7;0;0;0
222;343113141;"2014-12-23 13:15:00";2;5;0;0;0
223;343113141;"2014-12-23 13:30:00";5;1;0;0;0
224;343113141;"2014-12-23 13:45:00";7;8;0;0;0
225;343113141;"2014-12-23 14:00:00";4;4;0;0;0
226;343113141;"2014-12-23 14:15:00";3;4;0;0;0
227;343113141;"2014-12-23 14:30:00";2;4;0;0;0
228;343113141;"2014-12-23 14:45:00";3;4;0;0;0
229;343113141;"2014-12-23 15:00:00";0;3;0;0;0
230;343113141;"2014-12-23 15:15:00";7;2;0;0;0
231;343113141;"2014-12-23 15:30:00";1;2;0;0;0
232;343113141;"2014-12-23 15:45:00";2;3;0;0;0
233;343113141;"2014-12-23 16:00:00";3;1;0;0;0
234;343113141;"2014-12-23 16:30:00";1;1;0;0;0
235;343113141;"2014-12-23 16:45:00";5;5;0;0;0
236;343113141;"2014-12-23 17:00:00";5;5;0;0;0
237;343113141;"2014-12-23 17:15:00";7;7;0;0;0
238;343113141;"2014-12-23 17:30:00";2;3;0;0;0
239;343113141;"2014-12-23 18:00:00";0;2;0;0;0
240;343113141;"2014-12-23 18:15:00";2;2;0;0;0
241;343113141;"2014-12-26 09:00:00";6;2;0;0;0
242;343113141;"2014-12-26 09:15:00";6;4;0;0;0
243;343113141;"2014-12-26 09:30:00";11;1;0;0;0
244;343113141;"2014-12-26 09:45:00";6;2;0;0;0
245;343113141;"2014-12-26 10:00:00";4;0;0;0;0
246;343113141;"2014-12-26 10:15:00";14;4;0;0;0
247;343113141;"2014-12-26 10:30:00";23;7;0;0;0
248;343113141;"2014-12-26 10:45:00";11;11;0;0;0
249;343113141;"2014-12-26 11:00:00";13;8;0;0;0
250;343113141;"2014-12-26 11:15:00";27;9;0;0;0
251;343113141;"2014-12-26 11:30:00";24;21;0;0;0
252;343113141;"2014-12-26 11:45:00";19;8;0;0;0
253;343113141;"2014-12-26 12:00:00";22;14;0;0;0
254;343113141;"2014-12-26 12:15:00";18;15;0;0;0
255;343113141;"2014-12-26 12:30:00";13;19;0;0;0
256;343113141;"2014-12-26 12:45:00";15;17;0;0;0
257;343113141;"2014-12-26 13:00:00";15;23;0;0;0
258;343113141;"2014-12-26 13:15:00";16;12;0;0;0
259;343113141;"2014-12-26 13:30:00";19;12;0;0;0
260;343113141;"2014-12-26 13:45:00";23;15;0;0;0
261;343113141;"2014-12-26 14:00:00";13;18;0;0;0
262;343113141;"2014-12-26 14:15:00";20;15;0;0;0
263;343113141;"2014-12-26 14:30:00";23;11;0;0;0
264;343113141;"2014-12-26 14:45:00";20;24;0;0;0
265;343113141;"2014-12-26 15:00:00";19;26;0;0;0
266;343113141;"2014-12-26 15:15:00";20;22;0;0;0
267;343113141;"2014-12-26 15:30:00";17;21;0;0;0
268;343113141;"2014-12-26 15:45:00";7;17;0;0;0
269;343113141;"2014-12-26 16:00:00";10;9;0;0;0
270;343113141;"2014-12-26 16:15:00";2;10;0;0;0
271;343113141;"2014-12-26 16:30:00";0;5;0;0;0
272;343113141;"2014-12-26 16:45:00";8;15;0;0;0
273;343113141;"2014-12-26 17:00:00";2;4;0;0;0
274;343113141;"2014-12-26 17:15:00";4;18;0;0;0
275;343113141;"2014-12-27 08:15:00";1;0;0;0;0
276;343113141;"2014-12-27 09:00:00";6;3;0;0;0
277;343113141;"2014-12-27 09:15:00";13;0;0;0;0
278;343113141;"2014-12-27 09:45:00";7;0;0;0;0
279;343113141;"2014-12-27 10:00:00";6;6;0;0;0
280;343113141;"2014-12-27 10:15:00";2;1;0;0;0
281;343113141;"2014-12-27 10:30:00";9;1;0;0;0
282;343113141;"2014-12-27 10:45:00";27;7;0;0;0
283;343113141;"2014-12-27 11:00:00";6;15;0;0;0
284;343113141;"2014-12-27 11:15:00";17;12;0;0;0
285;343113141;"2014-12-27 11:30:00";19;15;0;0;0
286;343113141;"2014-12-27 11:45:00";24;15;0;0;0
287;343113141;"2014-12-27 12:00:00";33;6;0;0;0
288;343113141;"2014-12-27 12:15:00";30;20;0;0;0
289;343113141;"2014-12-27 12:30:00";18;18;0;0;0
290;343113141;"2014-12-27 12:45:00";17;24;0;0;0
291;343113141;"2014-12-27 13:00:00";20;32;0;0;0
292;343113141;"2014-12-27 13:15:00";16;20;0;0;0
293;343113141;"2014-12-27 13:30:00";30;22;0;0;0
294;343113141;"2014-12-27 13:45:00";28;33;0;0;0
295;343113141;"2014-12-27 14:00:00";27;18;0;0;0
296;343113141;"2014-12-27 14:15:00";24;28;0;0;0
297;343113141;"2014-12-27 14:30:00";29;32;0;0;0
298;343113141;"2014-12-27 14:45:00";31;35;0;0;0
299;343113141;"2014-12-27 15:00:00";25;44;0;0;0
300;343113141;"2014-12-27 15:15:00";24;29;0;0;0
301;343113141;"2014-12-27 15:30:00";21;19;0;0;0
302;343113141;"2014-12-27 15:45:00";13;8;0;0;0
303;343113141;"2014-12-27 16:00:00";18;21;0;0;0
304;343113141;"2014-12-27 16:15:00";18;17;0;0;0
305;343113141;"2014-12-27 16:30:00";17;32;0;0;0
306;343113141;"2014-12-27 16:45:00";11;8;0;0;0
307;343113141;"2014-12-27 17:00:00";8;20;0;0;0
308;343113141;"2014-12-27 17:15:00";3;12;0;0;0
309;343113141;"2014-12-27 17:30:00";5;10;0;0;0
310;343113141;"2014-12-27 17:45:00";7;6;0;0;0
311;343113141;"2014-12-27 18:00:00";1;14;0;0;0
312;343113141;"2014-12-27 18:15:00";1;11;0;0;0
313;343113141;"2014-12-28 09:15:00";1;0;0;0;0
314;343113141;"2014-12-28 10:30:00";3;1;0;0;0
315;343113141;"2014-12-28 10:45:00";4;1;0;0;0
316;343113141;"2014-12-28 11:00:00";6;5;0;0;0
317;343113141;"2014-12-28 11:15:00";14;2;0;0;0
318;343113141;"2014-12-28 11:30:00";19;1;0;0;0
319;343113141;"2014-12-28 11:45:00";11;7;0;0;0
320;343113141;"2014-12-28 12:00:00";22;4;0;0;0
321;343113141;"2014-12-28 12:15:00";24;18;0;0;0
322;343113141;"2014-12-28 12:30:00";13;14;0;0;0
323;343113141;"2014-12-28 12:45:00";16;15;0;0;0
324;343113141;"2014-12-28 13:00:00";22;14;0;0;0
325;343113141;"2014-12-28 13:15:00";18;19;0;0;0
326;343113141;"2014-12-28 13:30:00";38;22;0;0;0
327;343113141;"2014-12-28 13:45:00";54;31;0;0;0
328;343113141;"2014-12-28 14:00:00";25;22;0;0;0
329;343113141;"2014-12-28 14:15:00";40;17;0;0;0
330;343113141;"2014-12-28 14:30:00";35;37;0;0;0
331;343113141;"2014-12-28 14:45:00";31;28;0;0;0
332;343113141;"2014-12-28 15:00:00";15;40;0;0;0
333;343113141;"2014-12-28 15:15:00";13;10;0;0;0
334;343113141;"2014-12-28 15:30:00";23;12;0;0;0
335;343113141;"2014-12-28 15:45:00";22;19;0;0;0
336;343113141;"2014-12-28 16:00:00";16;26;0;0;0
337;343113141;"2014-12-28 16:15:00";6;21;0;0;0
338;343113141;"2014-12-28 16:30:00";5;13;0;0;0
339;343113141;"2014-12-28 16:45:00";2;1;0;0;0
340;343113141;"2014-12-28 17:00:00";2;8;0;0;0
341;343113141;"2014-12-28 17:15:00";6;23;0;0;0
342;343113141;"2014-12-28 17:30:00";6;8;0;0;0
343;343113141;"2014-12-28 17:45:00";1;2;0;0;0
344;343113141;"2014-12-29 08:15:00";1;0;0;0;0
345;343113141;"2014-12-29 09:00:00";11;0;0;0;0
346;343113141;"2014-12-29 09:15:00";10;3;0;0;0
347;343113141;"2014-12-29 09:30:00";0;1;0;0;0
348;343113141;"2014-12-29 09:45:00";1;0;0;0;0
349;343113141;"2014-12-29 10:00:00";7;7;0;0;0
350;343113141;"2014-12-29 10:15:00";12;5;0;0;0
351;343113141;"2014-12-29 10:30:00";7;1;0;0;0
352;343113141;"2014-12-29 10:45:00";6;14;0;0;0
353;343113141;"2014-12-29 11:00:00";19;4;0;0;0
354;343113141;"2014-12-29 11:15:00";22;13;0;0;0
355;343113141;"2014-12-29 11:30:00";22;11;0;0;0
356;343113141;"2014-12-29 11:45:00";8;19;0;0;0
357;343113141;"2014-12-29 12:00:00";31;9;0;0;0
358;343113141;"2014-12-29 12:15:00";12;13;0;0;0
359;343113141;"2014-12-29 12:30:00";15;12;0;0;0
360;343113141;"2014-12-29 12:45:00";17;23;0;0;0
361;343113141;"2014-12-29 13:00:00";13;11;0;0;0
362;343113141;"2014-12-29 13:15:00";25;14;0;0;0
363;343113141;"2014-12-29 13:30:00";29;20;0;0;0
364;343113141;"2014-12-29 13:45:00";43;26;0;0;0
365;343113141;"2014-12-29 14:00:00";27;26;0;0;0
366;343113141;"2014-12-29 14:15:00";24;27;0;0;0
367;343113141;"2014-12-29 14:30:00";19;24;0;0;0
368;343113141;"2014-12-29 14:45:00";13;20;0;0;0
369;343113141;"2014-12-29 15:00:00";20;11;0;0;0
370;343113141;"2014-12-29 15:15:00";28;18;0;0;0
371;343113141;"2014-12-29 15:30:00";22;35;0;0;0
372;343113141;"2014-12-29 15:45:00";21;26;0;0;0
373;343113141;"2014-12-29 16:00:00";15;15;0;0;0
374;343113141;"2014-12-29 16:15:00";16;19;0;0;0
375;343113141;"2014-12-29 16:30:00";9;18;0;0;0
376;343113141;"2014-12-29 16:45:00";0;12;0;0;0
377;343113141;"2014-12-29 17:00:00";5;11;0;0;0
378;343113141;"2014-12-29 17:15:00";4;10;0;0;0
379;343113141;"2014-12-29 17:30:00";11;3;0;0;0
380;343113141;"2014-12-29 17:45:00";0;4;0;0;0
381;343113141;"2014-12-29 18:00:00";2;11;0;0;0
382;343113141;"2014-12-29 18:15:00";0;18;0;0;0
383;343113141;"2014-12-29 18:30:00";1;4;0;0;0
384;343113141;"2014-12-30 09:00:00";10;2;0;0;0
385;343113141;"2014-12-30 09:15:00";2;1;0;0;0
386;343113141;"2014-12-30 09:30:00";8;4;0;0;0
387;343113141;"2014-12-30 09:45:00";5;3;0;0;0
388;343113141;"2014-12-30 10:00:00";1;5;0;0;0
389;343113141;"2014-12-30 10:15:00";8;1;0;0;0
390;343113141;"2014-12-30 10:30:00";10;4;0;0;0
391;343113141;"2014-12-30 10:45:00";10;8;0;0;0
392;343113141;"2014-12-30 11:00:00";15;7;0;0;0
393;343113141;"2014-12-30 11:15:00";10;14;0;0;0
394;343113141;"2014-12-30 11:30:00";19;7;0;0;0
395;343113141;"2014-12-30 11:45:00";20;22;0;0;0
396;343113141;"2014-12-30 12:00:00";10;14;0;0;0
397;343113141;"2014-12-30 12:15:00";25;16;0;0;0
398;343113141;"2014-12-30 12:30:00";19;31;0;0;0
399;343113141;"2014-12-30 12:45:00";19;15;0;0;0
400;343113141;"2014-12-30 13:00:00";18;21;0;0;0
401;343113141;"2014-12-30 13:15:00";35;21;0;0;0
402;343113141;"2014-12-30 13:30:00";12;14;0;0;0
403;343113141;"2014-12-30 13:45:00";14;9;0;0;0
404;343113141;"2014-12-30 14:00:00";26;19;0;0;0
405;343113141;"2014-12-30 14:15:00";25;21;0;0;0
406;343113141;"2014-12-30 14:30:00";17;17;0;0;0
407;343113141;"2014-12-30 14:45:00";35;22;0;0;0
408;343113141;"2014-12-30 15:00:00";35;18;0;0;0
409;343113141;"2014-12-30 15:15:00";31;35;0;0;0
410;343113141;"2014-12-30 15:30:00";27;32;0;0;0
411;343113141;"2014-12-30 15:45:00";7;26;0;0;0
412;343113141;"2014-12-30 16:00:00";17;22;0;0;0
413;343113141;"2014-12-30 16:15:00";13;14;0;0;0
414;343113141;"2014-12-30 16:30:00";18;25;0;0;0
415;343113141;"2014-12-30 16:45:00";7;14;0;0;0
416;343113141;"2014-12-30 17:00:00";6;13;0;0;0
417;343113141;"2014-12-30 17:15:00";3;10;0;0;0
418;343113141;"2014-12-30 17:30:00";3;12;0;0;0
419;343113141;"2014-12-30 17:45:00";1;2;0;0;0
420;343113141;"2014-12-30 18:00:00";6;10;0;0;0
421;343113141;"2014-12-30 18:15:00";0;12;0;0;0
422;343113141;"2014-12-31 09:00:00";8;1;0;0;0
423;343113141;"2014-12-31 09:15:00";7;2;0;0;0
424;343113141;"2014-12-31 09:30:00";6;5;0;0;0
425;343113141;"2014-12-31 09:45:00";7;0;0;0;0
426;343113141;"2014-12-31 10:00:00";3;4;0;0;0
427;343113141;"2014-12-31 10:15:00";8;5;0;0;0
428;343113141;"2014-12-31 10:30:00";4;5;0;0;0
429;343113141;"2014-12-31 10:45:00";16;2;0;0;0
430;343113141;"2014-12-31 11:00:00";15;4;0;0;0
431;343113141;"2014-12-31 11:15:00";8;0;0;0;0
432;343113141;"2014-12-31 11:30:00";16;10;0;0;0
433;343113141;"2014-12-31 11:45:00";28;12;0;0;0
434;343113141;"2014-12-31 12:00:00";25;15;0;0;0
435;343113141;"2014-12-31 12:15:00";18;19;0;0;0
436;343113141;"2014-12-31 12:30:00";21;24;0;0;0
437;343113141;"2014-12-31 12:45:00";11;19;0;0;0
438;343113141;"2014-12-31 13:00:00";15;19;0;0;0
439;343113141;"2014-12-31 13:15:00";22;31;0;0;0
440;343113141;"2014-12-31 13:30:00";11;14;0;0;0
441;343113141;"2014-12-31 13:45:00";19;14;0;0;0
442;343113141;"2014-12-31 14:00:00";18;13;0;0;0
443;343113141;"2014-12-31 14:15:00";20;19;0;0;0
444;343113141;"2014-12-31 14:30:00";19;19;0;0;0
445;343113141;"2014-12-31 14:45:00";10;14;0;0;0
446;343113141;"2014-12-31 15:00:00";12;12;0;0;0
447;343113141;"2014-12-31 15:15:00";13;11;0;0;0
448;343113141;"2014-12-31 15:30:00";11;14;0;0;0
449;343113141;"2014-12-31 15:45:00";11;18;0;0;0
450;343113141;"2014-12-31 16:00:00";6;14;0;0;0
451;343113141;"2014-12-31 16:15:00";10;8;0;0;0
452;343113141;"2014-12-31 16:30:00";7;10;0;0;0
453;343113141;"2014-12-31 16:45:00";3;10;0;0;0
454;343113141;"2014-12-31 17:00:00";1;10;0;0;0
455;343113141;"2014-12-31 17:15:00";5;17;0;0;0
456;343113141;"2015-01-01 10:00:00";2;0;0;0;0
457;343113141;"2015-01-01 10:30:00";3;0;0;0;0
458;343113141;"2015-01-01 10:45:00";1;0;0;0;0
459;343113141;"2015-01-01 11:00:00";8;1;0;0;0
460;343113141;"2015-01-01 11:15:00";12;1;0;0;0
461;343113141;"2015-01-01 11:30:00";15;6;0;0;0
462;343113141;"2015-01-01 11:45:00";11;5;0;0;0
463;343113141;"2015-01-01 12:00:00";16;8;0;0;0
464;343113141;"2015-01-01 12:15:00";10;17;0;0;0
